anunciante,area_privativa,area_total,atualizacao,bairro,banheiros,cidade,cod_imovel,creci,data_publicacao,dce,endereco,garagem,idade_imovel,quartos,suites,url,valor_condominio,valor_imovel,valor_mt2
SMILE NETIMÓVEIS ,101,101,2022-06-29,Asa Sul,2,Brasília,2959107029,19812 CJ,,,,1,,3,1,/propriedades/apartamento-a-venda-na-asa-sul-2959107029.html,930,1.250.000,
RJR IMÓVEIS NETIMÓVEIS,157,314,2022-06-28,Asa Sul,2,Brasília,2965414987,16506-DF,,,SQS 314,1,20,3,1,/propriedades/sqs-314-2965414987.html,900,1.630.000,
BRASILIS NETIMÓVEIS,211,211,2022-07-02,Asa Sul,4,Brasília,2966727476,23.649 PJ,,,4 Quartos na Asa Sul - 211m² - Reformado,2,,4,1,/propriedades/4-quartos-na-asa-sul-211-m-sup2--reformado-2966727476.html,1480,3.100.000,
AURIVAN LIMA IMOVEIS ,67,129,2022-06-21,Asa Sul,2,Brasília,2964459945,11246,,,SQS 411 Primeiro Andar ,1,45,3,1,/propriedades/sqs-411-maravilhoso-3-qtos-1-vaga-elevador-2964459945.html,945,780.000,
P.L.B.L,48,48,2022-06-22,Asa Sul,1,Brasília,2963619149,16305,,,SCES Trecho 04 Lote 05  00,1,8,1,1,/propriedades/vendo-brisas-do-lago-oportunidade!-2963619149.html,960,610.000,
IMOBILIARIA ZOOM,27,27,2022-06-01,Asa Sul,1,Brasília,2964585290,20940pj,,,SEPS 713/913 ED GOLDEN PLACE  BL C,2,7,1,1,/propriedades/seps-713-913-ed-golden-place-bl-c-1-vaga-de-garagens-2964585290.html,293,320.000,
Massuh Imóveis,110,345,2022-07-02,Asa Sul,3,Brasília,2964835321,24825,,,QUADRA SQS 303,1,13,3,,/propriedades/sqs-303-perpendicular-vista-livre-armarios-2964835321.html,950,1.380.000,
SIMONE LOPES,169,169,2022-06-14,Asa Sul,3,Brasília,2966241961,26049,,,SQS 216,1,25,3,1,/propriedades/sqs-216-vista-livre-vazado-varanda-incorporada-2966241961.html,,1.970.000,
FORT IMOBI SOLUCOES IMOBILIARIAS LTDA,105,105,2022-06-07,Asa Sul,3,Brasília,2964254918,,,,SQS 307 6 ANDAR ,1,15,3,1,/propriedades/sqs-307-otimo-3-quartos-com-suite-e-vaga-de-garagem-2964254918.html,900,1.180.000,
RE/MAX PATER,28,28,2022-07-02,Asa Sul,1,Brasília,2960804607,22905,,,Quadra SGAS 910 47,,,1,,/propriedades/apartamento-reformado-e-mobiliado-1-quarto-2960804607.html,207,320.000,
Bordalo Prime,168,168,2022-07-01,Asa Sul,3,Brasília,2966447849,23761,,,Quadra SQS 212,1,49,3,2,/propriedades/reformado.-2966447849.html,1500,1.950.000,
Corretor Andre Moreira,160,170,2022-06-20,Asa Sul,3,Brasília,2966421752,17235,,,SQS 107 SEGUNDO ANDAR OPORTUNIDADE,,20,3,1,/propriedades/sqs-107-3-quartos-1-suite-sala-ampla-160-m-sup2--2966421752.html,1150,1.350.000,
Artiaga Escritorio Imobiliario,103,103,2022-07-01,Asa Sul,1,Brasília,2964615101,8192,,,Quadra SQS 315 Bloco E 0,1,,3,,/propriedades/apartamento-com-3-dormitorios-a-venda-102-m-sup2--por-2964615101.html,1550,1.100.000,
Artiaga Escritorio Imobiliario,163,245,2022-07-01,Asa Sul,3,Brasília,2962834999,8192,,,Quadra SQS 207 0,1,,3,2,/propriedades/apartamento-a-venda-163-m-sup2--por-r$2.080.000-asa-2962834999.html,1400,2.080.000,
FORT IMOBI SOLUCOES IMOBILIARIAS LTDA,105,105,2022-06-07,Asa Sul,3,Brasília,2964254918,,,,SQS 307 6 ANDAR ,1,15,3,1,/propriedades/sqs-307-otimo-3-quartos-com-suite-e-vaga-de-garagem-2964254918.html,900,1.180.000,
Mário Kuhn,411,615,2022-04-06,Asa Sul,7,Brasília,2958757919,DF 26817,,,SQS 112,5,19,4,4,/propriedades/cobertura-espetacular-sqs-112-2958757919.html,2170,6.300.000,
61 IMÓVEIS - NETIMÓVEIS,148,148,2022-07-02,Asa Sul,,Brasília,2966390284,21418,,,Quadra SQS 106,,,3,,/propriedades/quadra-sqs-106-2966390284.html,,1.590.000,
RE/MAX PARK IMOB,58,58,2022-07-01,Asa Sul,1,Brasília,2964338228,26.606,,,Quadra SQS 407 Bloco J 0,,,2,,/propriedades/apartamento-sqs-407-2964338228.html,500,570.000,
SIMONE LOPES,169,169,2022-06-14,Asa Sul,3,Brasília,2966241961,26049,,,SQS 216,1,25,3,1,/propriedades/sqs-216-vista-livre-vazado-varanda-incorporada-2966241961.html,,1.970.000,
Diogo Lima - Rodolfo Imóveis,49,56,2022-06-08,Asa Sul,1,Brasília,2964364408,,,,SQS 411 BLOCO G,,35,2,,/propriedades/apto-de-dois-quartos-em-predio-jk-2964364408.html,340,420.000,
RJR IMÓVEIS NETIMÓVEIS,136,306,2022-05-18,Asa Sul,3,Brasília,2964438898,16506-DF,,,Apartamento 3 quartos - Asa Sul - SQS 109,1,5,3,1,/propriedades/apartamento-3-quartos-asa-sul-sqs-109-2964438898.html,901,1.550.000,
BRASILIS NETIMÓVEIS,211,211,2022-07-02,Asa Sul,4,Brasília,2966727476,23.649 PJ,,,4 Quartos na Asa Sul - 211m² - Reformado,2,,4,1,/propriedades/4-quartos-na-asa-sul-211-m-sup2--reformado-2966727476.html,1480,3.100.000,
I N A P - IMÓVEIS NOVOS DE ALTO PADRÃO,26,38,2022-06-21,Asa Sul,1,Brasília,2933235585,6738,,,SQS 712/912 SUL ASA SUL,1,5,1,,/propriedades/apartamento-sqs-712-912-asa-sul-1-quarto-2933235585.html,,290.000,
Leonardo Azevedo -  Corretor de Imóveis,143,143,2022-06-21,Asa Sul,4,Brasília,2964765279,16311,,,SQS 110 BLOCO C,1,,3,1,/propriedades/apartamento-asa-sul-2964765279.html,1254,1.980.000,
DONUS IMOB,167,167,2022-07-01,Asa Sul,2,Brasília,2965566032,27793,,,SQS 216 Bloco,1,21,3,1,/propriedades/lindo-apartamento-na-asa-sul-2965566032.html,,1.965.000,
IMOBILIARIA ZOOM,210,210,2022-05-18,Asa Sul,4,Brasília,2960400420,20940pj,,,SQS 313,2,47,4,1,/propriedades/sqs-313-vazado-210-m-sup2--excelente-amplo-2960400420.html,1,2.430.000,
Nicole Imóveis ,40,40,2022-07-01,Asa Sul,1,Brasília,2962083016,14945,,,Setor Sces Trecho 04 Lote 660 mil 5,1,7,1,1,/propriedades/apartamento-no-brisas-do-lago-vista-frontal-lago-2962083016.html,1100,660.000,
ACBARBOSA CONSULTORIA DE IMÓVEIS,78,78,2022-06-29,Asa Sul,1,Brasília,2966699431,25811,,,SQS 416,,20,3,,/propriedades/excelente-3-quartos-no-1-andar!-2966699431.html,520,725.000,
SMILE NETIMÓVEIS ,110,110,2022-06-13,Asa Sul,2,Brasília,2962924026,19812 CJ,,,,1,,3,1,/propriedades/apartamento-a-venda-na-asa-sul-2962924026.html,1015,1.350.000,
Mafra Assessoria Imobiliária,48,48,2022-05-12,Asa Sul,1,Brasília,2951774741,21567,,,SCES trecho 4 lote 5,1,6,1,1,/propriedades/venda!-oportunidade-brisas-do-lago-vista-frontal-lago-2951774741.html,,870.000,
MARKUS FERREIRA,169,169,2022-07-02,Asa Sul,3,Brasília,2965147210,9735,,,SQS 305,,,3,1,/propriedades/sqs-305-andar-alto-vista-livre-vazado!-2965147210.html,,1.790.000,
SARTORI NETIMÓVEIS,105,105,2022-05-03,Asa Sul,2,Brasília,2964889184,22384,,,SQS 307 BLOCO B,1,30,3,,/propriedades/sqs-307-3-quartos-1-vaga-ac-financ-e-fgts-2964889184.html,573,1.200.000,
Urbanic Imóveis,155,179,2022-06-21,Asa Sul,3,Brasília,2965654358,,,,SQS 307 BLOCO F,2,,4,1,/propriedades/sqs-307-bloco-f-04-quartos-02-vagas-vazado-2965654358.html,,1.650.000,
CLAUDIA FARAGO CORRETORA DE IMOVEIS,48,89,2022-05-09,Asa Sul,1,Brasília,2964581468,6634,,,"SCES, trecho 04, conjunto 07, bloco b 3 andar",1,10,1,1,/propriedades/brisas-do-lago-apartamento-da-orla-do-lago-2964581468.html,1180,620.000,
SMILE NETIMÓVEIS ,53,53,2022-07-01,Asa Sul,1,Brasília,2963918815,19812 CJ,,,,,,2,,/propriedades/apartamento-a-venda-na-asa-sul-2963918815.html,550,590.000,
AURIVAN LIMA IMOVEIS ,131,131,2022-06-09,Asa Sul,3,Brasília,2962564712,11246,,,SQS 105 6 ANDAR,1,40,3,1,/propriedades/sqs-105-131-m-sup2--vista-livre-2962564712.html,1200,1.400.000,
AURIVAN LIMA IMOVEIS ,67,129,2022-06-21,Asa Sul,2,Brasília,2964459945,11246,,,SQS 411 Primeiro Andar ,1,45,3,1,/propriedades/sqs-411-maravilhoso-3-qtos-1-vaga-elevador-2964459945.html,945,780.000,
CURADORIA.,168,168,2022-06-27,Asa Sul,4,Brasília,2963584599,24482,,,SQS 212,1,35,3,2,/propriedades/sqs-212-3-quartos-1-vaga-excelente-localizacao-2963584599.html,1700,2.230.000,
Massuh Imóveis,125,125,2022-07-02,Asa Sul,3,Brasília,2964919789,24825,,,QUADRA SHIGS 714,,13,3,1,/propriedades/shigs-714-nascente-vista-livre-reformado-2964919789.html,,1.190.000,
Artiaga Escritorio Imobiliario,44,44,2022-07-01,Asa Sul,1,Brasília,2958203664,8192,,,Quadra SQS 411 Bloco C 308,,,2,,/propriedades/apartamento-com-2-dormitorios-a-venda-44-m-sup2--por-2958203664.html,550,399.950,
AURIVAN LIMA IMOVEIS ,157,157,2022-07-01,Asa Sul,3,Brasília,2961777067,11246,,,SQS 114 VISTA LIVRE,1,40,3,1,/propriedades/sqs-114-nascente-3-quartos-157-m-sup2--vista-2961777067.html,1250,1.750.000,
CLAUDIA FARAGO CORRETORA DE IMOVEIS,48,89,2022-04-27,Asa Sul,1,Brasília,2964581084,6634,,,"SCES, trecho 04, conjunto 07, bloco e 1 andar",1,10,1,1,/propriedades/brisas-do-lago-apartamento-na-orla-do-lago-com-uma-2964581084.html,1180,590.000,
RJR IMÓVEIS NETIMÓVEIS,101,101,2022-05-18,Asa Sul,2,Brasília,2963288763,16506-DF,,,SQS 106,,40,2,,/propriedades/sqs-106-2963288763.html,700,900.000,
AURIVAN LIMA IMOVEIS ,90,90,2022-06-21,Asa Sul,2,Brasília,2964005648,11246,,,SQS 108  2 ANDAR ,,48,2,,/propriedades/sqs-108-vista-livre-com-reforma-2-qtos-um-2964005648.html,950,950.000,
IMOBILIÁRIA VITRINE,158,158,2022-06-17,Asa Sul,3,Brasília,2966017383,18053,,,SQS 112 bloco i,1,42,3,1,/propriedades/lindo-apartamento-sqs-112-bloco-i-reformado-2966017383.html,1100,1.950.000,
LIBERTY IMOVEIS,101,101,2022-07-01,Asa Sul,3,Brasília,2966754924,CJ 24105,,,QD Sqs 210 Bloco H,1,72,3,1,/propriedades/sqs-210-3-qtos-suite-vazado-vista-livre-2966754924.html,1000,1.240.000,
SMILE NETIMÓVEIS ,53,53,2022-07-01,Asa Sul,1,Brasília,2963918815,19812 CJ,,,,,,2,,/propriedades/apartamento-a-venda-na-asa-sul-2963918815.html,550,590.000,
61 IMÓVEIS - NETIMÓVEIS,178,983,2022-07-02,Asa Sul,,Brasília,2959690632,21418,,,Quadra SQS 306,,,3,1,/propriedades/quadra-sqs-306-2959690632.html,1100,2.500.000,
ABADIA BAIAO IMOVEIS,56,56,2022-06-29,Asa Sul,1,Brasília,2966696217,9996,,,SQS 413,,17,2,,/propriedades/sqs-413-dois-quartos-predio-e-apartamento-reformado!-2966696217.html,350,435.000,
AMRBRASIL ASSESSORIA IMOBILIÁRIA,145,190,2022-03-22,Asa Sul,4,Brasília,2933860538,9760,,,SQS 202 BLOCO H Primeiro andar,1,20,3,1,/propriedades/sqs-202-bloco-2933860538.html,1100,1.400.000,
4d Imóveis,112,135,2022-06-28,Asa Sul,3,Brasília,2966141301,28177,,,SQS 102 5º Andar,1,1,3,1,/propriedades/apartamento-reformado-3-quartos-sendo-1-suite-dce-2966141301.html,1050,1.670.000,
SIMONE LOPES,168,168,2022-05-08,Asa Sul,3,Brasília,2965076088,26049,,,SQS 216,1,20,3,1,/propriedades/sqs-216-vazado-vista-livre-varanda-incorporada-2965076088.html,,1.970.000,
AURIVAN LIMA IMOVEIS ,157,157,2022-07-01,Asa Sul,3,Brasília,2961777067,11246,,,SQS 114 VISTA LIVRE,1,40,3,1,/propriedades/sqs-114-nascente-3-quartos-157-m-sup2--vista-2961777067.html,1250,1.750.000,
Mafra Assessoria Imobiliária,48,48,2022-05-12,Asa Sul,1,Brasília,2951774741,21567,,,SCES trecho 4 lote 5,1,6,1,1,/propriedades/venda!-oportunidade-brisas-do-lago-vista-frontal-lago-2951774741.html,,870.000,
Massuh Imóveis,85,85,2022-07-02,Asa Sul,2,Brasília,2966015486,24825,,,QUADRA SQS 311,,,2,1,/propriedades/sqs-311-2-quartos-totalmente-reformado-de-canto-2966015486.html,1150,1.035.000,
Bem Estar Imóveis,134,134,2022-06-08,Asa Sul,3,Brasília,2966098143,24882,,,sqs 315,1,1,3,1,/propriedades/sqs-315-canto-vazado-andar-alto-vista-livre.-2966098143.html,1008,1.295.000,
DONUS IMOB,167,167,2022-07-01,Asa Sul,2,Brasília,2965566032,27793,,,SQS 216 Bloco,1,21,3,1,/propriedades/lindo-apartamento-na-asa-sul-2965566032.html,,1.965.000,
COBUCCI CORRETORA DE IMÓVEIS,110,215,2022-06-15,Asa Sul,2,Brasília,2964833104,,,,ASA SUL SQS 303  1,1,30,3,1,/propriedades/apartamento-3-quartos-a-venda-na-asa-sul-sqs-303-2964833104.html,,1.350.000,
CLAUDIA FARAGO CORRETORA DE IMOVEIS,48,89,2022-04-27,Asa Sul,1,Brasília,2964581084,6634,,,"SCES, trecho 04, conjunto 07, bloco e 1 andar",1,10,1,1,/propriedades/brisas-do-lago-apartamento-na-orla-do-lago-com-uma-2964581084.html,1180,590.000,
Ana Berg,68,68,2022-06-29,Asa Sul,32,Brasília,2965116810,22893,,,Sqs 312 bloco H 4 andar,,20,2,,/propriedades/sqs-312-bloco-h-ed.-ouro-preto-2-qts-com-armarios-2965116810.html,700,740.000,
Mário Kuhn,411,615,2022-04-06,Asa Sul,7,Brasília,2958757919,DF 26817,,,SQS 112,5,19,4,4,/propriedades/cobertura-espetacular-sqs-112-2958757919.html,2170,6.300.000,
Artiaga Escritorio Imobiliario,103,103,2022-07-01,Asa Sul,1,Brasília,2964615101,8192,,,Quadra SQS 315 Bloco E 0,1,,3,,/propriedades/apartamento-com-3-dormitorios-a-venda-102-m-sup2--por-2964615101.html,1550,1.100.000,
RJR IMÓVEIS NETIMÓVEIS,246,246,2022-06-08,Asa Sul,4,Brasília,2966084566,16506-DF,,,"APTO NA SQS 308, BLOCO B - nascente",2,,4,2,/propriedades/apto-na-sqs-308-bloco-b-nascente-2966084566.html,2000,3.300.000,
TUDO IMÓVEIS ,148,148,2022-06-15,Asa Sul,3,Brasília,2960835646,23925-DF,,,QUADRA SQS 115 BLOCO J 200,1,20,3,1,/propriedades/tudo-imoveis-venda-ap-115-sul-original-bloco-j-2-2960835646.html,,1.520.000,
CLAUDIA FARAGO CORRETORA DE IMOVEIS,48,89,2022-05-09,Asa Sul,1,Brasília,2964581468,6634,,,"SCES, trecho 04, conjunto 07, bloco b 3 andar",1,10,1,1,/propriedades/brisas-do-lago-apartamento-da-orla-do-lago-2964581468.html,1180,620.000,
RENATA NEVES CORRETORA DE IMÓVEIS,192,192,2022-06-01,Asa Sul,4,Brasília,2965535879,14360,,,SQS 208 BLOCO B 1 ANDAR,2,30,4,1,/propriedades/sqs-208-4-quartos-oportunidade-de-um-excelente-2965535879.html,1700,2.250.000,
REQUINTE IMOBILIARIA,201,201,2022-07-01,Asa Sul,3,Brasília,2966529289,1871,,,SQS 114 ,1,40,3,1,/propriedades/sqs-114-3-quartos-1-suite-vazado-nascente-elevador-2966529289.html,,2.310.000,
LUCIANA RIBEIRO ,150,150,2022-04-27,Asa Sul,2,Brasília,2962569276,,,,SQS 314,,9,3,1,/propriedades/oportunidade-apartamento-3-qts-vazado-2962569276.html,,1.700.000,
R SUL IMÓVEIS,168,168,2022-07-02,Asa Sul,3,Brasília,2966424596,20221 cj,,,Quadra SQS 212 Bloco H 0,1,,3,1,/propriedades/sqs-212-2966424596.html,1710,1.920.000,
Nicole Imóveis ,40,40,2022-07-01,Asa Sul,1,Brasília,2962083016,14945,,,Setor Sces Trecho 04 Lote 660 mil 5,1,7,1,1,/propriedades/apartamento-no-brisas-do-lago-vista-frontal-lago-2962083016.html,1100,660.000,
CURADORIA.,131,131,2022-06-27,Asa Sul,5,Brasília,2966102955,24482,,,SQS 105,1,35,3,1,/propriedades/sqs-105-asa-sul-3-quartos-1-vaga-elegante-2966102955.html,1480,1.890.000,
FEDERAL ADMINISTRADORA DE PROPRIEDADES,105,105,2022-07-01,Asa Sul,3,Brasília,2964888208,22838,,,SQS 307,1,,3,1,/propriedades/apartamento-sqs-307-2964888208.html,900,1.230.000,
Vando Ferreira - Corretor de Imóveis,110,110,2022-06-30,Asa Sul,3,Brasília,2965847826,16264-DF  32750-GO,,,"ASA SUL, SQS 303",1,30,3,1,/propriedades/vendo-apartamento-na-sqs-303-asa-sul-2965847826.html,1030,1.298.000,
SMILE NETIMÓVEIS ,46,92,2022-06-22,Asa Sul,1,Brasília,2963918800,19812 CJ,,,,,,1,1,/propriedades/apartamento-a-venda-na-asa-sul-2963918800.html,2029,372.000,
Massuh Imóveis,161,161,2022-07-02,Asa Sul,2,Brasília,2963774593,24825,,,QUADRA SQS 107,,13,3,,/propriedades/sqs-107-nascente-reformado-andar-alto-vista-2963774593.html,1100,1.300.000,
Artiaga Escritorio Imobiliario,44,44,2022-07-01,Asa Sul,1,Brasília,2958203664,8192,,,Quadra SQS 411 Bloco C 308,,,2,,/propriedades/apartamento-com-2-dormitorios-a-venda-44-m-sup2--por-2958203664.html,550,399.950,
PCM Corretor Paulo Cesar,110,127,2022-06-12,Asa Sul,3,Brasília,2966214473,25666,,,SQS 303 - Asa Sul 4° Andar,1,15,3,1,/propriedades/apartamento-nascente-vazado-sqs-303-asa-sul-3-2966214473.html,,1.375.000,
FERNANDO VASCONCELOS,120,120,2022-06-14,Asa Sul,3,Brasília,2966209952,9615,,,SQS 211,1,,3,1,/propriedades/asa-sul-sqs-211-reformado-nascente-vista-livre-2966209952.html,,1.700.000,
Nogueira Imóveis  ,128,130,2022-07-01,Asa Sul,3,Brasília,2966507356,18449,,,SQS 212  LOCALIZAÇÃO PRIVILEGIADA ,1,1,3,1,/propriedades/apartamento-asa-sul-sqs-212-alto-padrao-2966507356.html,,1.950.000,
OPortunity Imob,110,110,2022-06-14,Asa Sul,2,Brasília,2958137198,27.276,,,SQS 106 ,,18,3,1,/propriedades/apartamento-asa-sul-2958137198.html,980,1.170.000,
GN IMÓVEIS,166,166,2022-07-02,Asa Sul,3,Brasília,2966550095,,,,SQS 203,1,,3,1,/propriedades/reformado-andar-alto-localizacao-privilegiada!-2966550095.html,,1.769.000,
4 Cantos Corretores Associados,103,103,2022-06-29,Asa Sul,3,Brasília,2966663966,,,,SQN 402 Bloco N,,31,3,1,/propriedades/apartamento-3-quartos-a-venda-sqs-402-asa-sul-2966663966.html,600,897.000,
FORT IMOBI SOLUCOES IMOBILIARIAS LTDA,130,130,2022-06-21,Asa Sul,3,Brasília,2965706267,,,,SQS 210 BLOCO E  6 an,1,20,4,1,/propriedades/sqs-210-vista-livre-vazado-com-vaga-de-garagem-2965706267.html,,1.480.000,
SMILE NETIMÓVEIS ,53,53,2022-07-01,Asa Sul,1,Brasília,2963918815,19812 CJ,,,,,,2,,/propriedades/apartamento-a-venda-na-asa-sul-2963918815.html,550,590.000,
Roberto Gomes Corretor de Imoveis,163,163,2022-06-30,Asa Sul,4,Brasília,2941983396,6563,,,SQS 302 andar alto,1,20,4,1,/propriedades/predio-reformado-2941983396.html,1120,1.800.000,
AURIVAN LIMA IMOVEIS ,168,265,2022-07-01,Asa Sul,4,Brasília,2958445086,11246,,,SQS 216  VISTA LIVRE,1,40,3,1,/propriedades/sqs-216-nascente-vista-livre-3-qtos-vazado-1-2958445086.html,1300,1.965.000,
Bem Estar Imóveis,134,134,2022-06-08,Asa Sul,3,Brasília,2966098143,24882,,,sqs 315,1,1,3,1,/propriedades/sqs-315-canto-vazado-andar-alto-vista-livre.-2966098143.html,1008,1.295.000,
FEDERAL ADMINISTRADORA DE PROPRIEDADES,105,105,2022-07-01,Asa Sul,3,Brasília,2964888208,22838,,,SQS 307,1,,3,1,/propriedades/apartamento-sqs-307-2964888208.html,900,1.230.000,
RE/MAX IMMOBILI,113,148,2022-07-02,Asa Sul,3,Brasília,2964299307,11060 Cj,,,Quadra SQS 215 Bloco E 0,1,,3,1,/propriedades/apartamento-3-quartos-sqs-215-bl.-e-asa-sul-2964299307.html,1100,1.210.000,
PAULO ALENCAR IMOVEIS,27,27,2022-07-01,Asa Sul,,Brasília,2963110059,CJ 6131,,,SEPS 713/913 BLOCO D,2,,1,1,/propriedades/apartamento-asa-sul-2963110059.html,,347.000,
AMRBRASIL ASSESSORIA IMOBILIÁRIA,145,190,2022-03-22,Asa Sul,4,Brasília,2933860538,9760,,,SQS 202 BLOCO H Primeiro andar,1,20,3,1,/propriedades/sqs-202-bloco-2933860538.html,1100,1.400.000,
RE/MAX PARK IMOB,58,58,2022-07-01,Asa Sul,1,Brasília,2964338228,26.606,,,Quadra SQS 407 Bloco J 0,,,2,,/propriedades/apartamento-sqs-407-2964338228.html,500,570.000,
CBL IMÓVEIS,103,103,2022-06-21,Asa Sul,4,Brasília,2965299068,CJ 10075,,,QUADRA SQS 315 BLOCO E,1,,3,1,/propriedades/sqs-315-reformado-03-qts-04-banheiros-2965299068.html,1150,1.350.000,
RJR IMÓVEIS NETIMÓVEIS,157,314,2022-06-28,Asa Sul,2,Brasília,2965414987,16506-DF,,,SQS 314,1,20,3,1,/propriedades/sqs-314-2965414987.html,900,1.630.000,
PaulOOctavio Revenda,247,247,2022-06-29,Asa Sul,4,Brasília,2965980209,1700,,,SQS 308,2,30,4,2,/propriedades/sqs-308-vazado-vista-livre-canto-reformado-2965980209.html,,3.300.000,
Massuh Imóveis,125,125,2022-07-02,Asa Sul,3,Brasília,2964919789,24825,,,QUADRA SHIGS 714,,13,3,1,/propriedades/shigs-714-nascente-vista-livre-reformado-2964919789.html,,1.190.000,
ACBARBOSA CONSULTORIA DE IMÓVEIS,78,78,2022-06-29,Asa Sul,1,Brasília,2966699431,25811,,,SQS 416,,20,3,,/propriedades/excelente-3-quartos-no-1-andar!-2966699431.html,520,725.000,
Artiaga Escritorio Imobiliario,103,103,2022-07-01,Asa Sul,1,Brasília,2964615101,8192,,,Quadra SQS 315 Bloco E 0,1,,3,,/propriedades/apartamento-com-3-dormitorios-a-venda-102-m-sup2--por-2964615101.html,1550,1.100.000,
Amorim - Corretor de Imóveis,77,77,2022-07-01,Asa Sul,2,Brasília,2966257886,11991,,,SQS 404,,24,3,,/propriedades/vendo-3-quartos-na-asa-sul-capa-de-revista-o-melhor-2966257886.html,759,850.000,
Massuh Imóveis,85,85,2022-07-02,Asa Sul,2,Brasília,2966015486,24825,,,QUADRA SQS 311,,,2,1,/propriedades/sqs-311-2-quartos-totalmente-reformado-de-canto-2966015486.html,1150,1.035.000,
RE/MAX VIRTUS,26,26,2022-07-02,Asa Sul,1,Brasília,2960859945,23750,,,Galeria dos Estados 0,,,1,1,/propriedades/flat-com-1-dormitorio-a-venda-25-m-sup2--por-2960859945.html,650,289.000,
Nicole Imóveis ,40,40,2022-07-01,Asa Sul,1,Brasília,2962083016,14945,,,Setor Sces Trecho 04 Lote 660 mil 5,1,7,1,1,/propriedades/apartamento-no-brisas-do-lago-vista-frontal-lago-2962083016.html,1100,660.000,
Corretor Andre Moreira,160,170,2022-06-20,Asa Sul,3,Brasília,2966421752,17235,,,SQS 107 SEGUNDO ANDAR OPORTUNIDADE,,20,3,1,/propriedades/sqs-107-3-quartos-1-suite-sala-ampla-160-m-sup2--2966421752.html,1150,1.350.000,
Nicole Imóveis ,51,51,2022-07-01,Asa Sul,1,Brasília,2965432422,14945,,,Sces trecho 4 valor 749 mil Brisas do Lago ,1,7,1,1,/propriedades/brisas-do-lago-vista-livre-e-lateral-lago-com-51-2965432422.html,1000,749.000,
Alexandra Andrade Consultora  Imobiliária ,95,120,2022-06-29,Asa Sul,2,Brasília,2966013642,20472,,,SQS 107  SÓ ENTRAR E MORAR!,,19,3,1,/propriedades/sqs-107-03-qts!-oportunidade-aceita-permuta!-98191-2966013642.html,690,1.150.000,
MAGDA CORRETORA DE IMÓVEIS,300,512,2022-07-02,Asa Sul,6,Brasília,2964884732,15787,,,SQS 203 bloco G  5,2,25,4,2,/propriedades/maravilhoso-apt-duplex-300-m-sup2--andar-alto-2964884732.html,,3.600.000,
IMOBILIARIA ZOOM,27,27,2022-06-01,Asa Sul,1,Brasília,2964585290,20940pj,,,SEPS 713/913 ED GOLDEN PLACE  BL C,2,7,1,1,/propriedades/seps-713-913-ed-golden-place-bl-c-1-vaga-de-garagens-2964585290.html,293,320.000,
SMILE NETIMÓVEIS ,46,92,2022-06-22,Asa Sul,1,Brasília,2963918800,19812 CJ,,,,,,1,1,/propriedades/apartamento-a-venda-na-asa-sul-2963918800.html,2029,372.000,
Roberto Gomes Corretor de Imoveis,235,290,2022-06-30,Asa Sul,6,Brasília,2949964390,6563,,,SQS 312 bloco E canto,4,7,4,4,/propriedades/alto-padrao-canto-2949964390.html,1900,3.600.000,
Massuh Imóveis,105,105,2022-07-02,Asa Sul,3,Brasília,2966601824,24825,,,QUADRA SQS 304,,13,3,1,/propriedades/sqs-304-3-quartos-suite-dentro-de-quadra-vista-2966601824.html,935,1.180.000,
Ianeli,154,238,2022-07-02,Asa Sul,3,Brasília,2966733413,11510,,,"SQS 313, Bloco F 1 andar ",1,55,3,1,/propriedades/sqs-313-bloco-f-2966733413.html,1080,2.190.000,
GN IMÓVEIS,166,166,2022-07-02,Asa Sul,3,Brasília,2966550095,,,,SQS 203,1,,3,1,/propriedades/reformado-andar-alto-localizacao-privilegiada!-2966550095.html,,1.769.000,
CLAUDIA FARAGO CORRETORA DE IMOVEIS,48,89,2022-05-09,Asa Sul,1,Brasília,2964581468,6634,,,"SCES, trecho 04, conjunto 07, bloco b 3 andar",1,10,1,1,/propriedades/brisas-do-lago-apartamento-da-orla-do-lago-2964581468.html,1180,620.000,
ABADIA BAIAO IMOVEIS,162,200,2022-06-28,Asa Sul,3,Brasília,2966658256,9996,,,SQS 216,1,16,,1,/propriedades/sqs-216-tres-quartos-suite-varanda-vazado-andar-alto-2966658256.html,1540,1.900.000,
4d Imóveis,115,115,2022-06-28,Asa Sul,3,Brasília,2966012367,28177,,,SQS 302,1,20,3,1,/propriedades/magnifico-apartamento-3-quartos-asa-sul-brasilia-2966012367.html,,1.580.000,
Diogo Lima - Rodolfo Imóveis,49,56,2022-06-08,Asa Sul,1,Brasília,2964364408,,,,SQS 411 BLOCO G,,35,2,,/propriedades/apto-de-dois-quartos-em-predio-jk-2964364408.html,340,420.000,
4d Imóveis,112,135,2022-06-28,Asa Sul,3,Brasília,2966141301,28177,,,SQS 102 5º Andar,1,1,3,1,/propriedades/apartamento-reformado-3-quartos-sendo-1-suite-dce-2966141301.html,1050,1.670.000,
Meu Imóvel,60,60,2022-06-30,Asa Sul,1,Brasília,2966392433,25698,,,QUADRA SQS 410,,,2,,/propriedades/sqs-410-asa-sul-apartamento-2-quartos-sem-vaga-60-2966392433.html,380,629.000,
